#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-11-19T09:28:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5bf2809ea7aa	
#INFO	-out.max=1000	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=1000
#-order=I
#-nav=cat:J/A+A/616/A10&tab:{J/A+A/616/A10/tablea1b}&key:source=J/A+A/616/A10/tablea1b&HTTPPRM:&&-ref=VIZ5bf2809ea7aa&-out.max=1000&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/A+A/616/A10/tablea1b&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Source&-out=Cluster&Cluster=NGC6774&-out=RA_ICRS&-out=DE_ICRS&-out=Gmag&-out=_RA.icrs&-out=_DE.icrs&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-out.src=J/A+A/616/A10/tablea1b
#-source=J/A+A/616/A10/tablea1b
#-out=Source
#-out=Cluster
#Cluster=NGC6774
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Gmag
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36160010
#Name: J/A+A/616/A10
#Title: 46 open clusters GaiaDR2 HR diagrams (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_616_A10_tablea1b:
#Name: J/A+A/616/A10/tablea1b
#Title: Stars in 37 open clusters beyond 250pc
#Column	Source	(I22)	Source identifier in Gaia DR2 (source_id)	[ucd=meta.id]
#Column	Cluster	(A8)	Cluster identifier	[ucd=meta.id.parent]
#Column	RA_ICRS	(F9.5)	Right Ascension (ICRS), epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS), epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F6.3)	Gaia G mean magnitude	[ucd=phot.mag;em.opt.V]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
 	 	deg	deg	mag	deg	deg
   4087742824859102208	NGC6774 	288.71010	-17.28223	17.428	288.71010	-17.28223
   4087732546987665408	NGC6774 	289.20103	-17.27340	13.258	289.20103	-17.27340
   4087736159069458304	NGC6774 	289.15304	-17.21960	12.091	289.15304	-17.21960
   4087748833503644800	NGC6774 	288.99636	-17.13436	11.859	288.99636	-17.13436
   4087719632040698240	NGC6774 	288.22001	-17.02961	13.575	288.22001	-17.02961
   4087731103883037440	NGC6774 	289.14987	-17.31499	19.544	289.14987	-17.31499
   4087715165274595456	NGC6774 	288.31361	-17.10592	 8.913	288.31361	-17.10592
   4181318750497355264	NGC6774 	291.72145	-16.11078	18.230	291.72145	-16.11078
   4084761464720609664	NGC6774 	289.65917	-17.09334	13.124	289.65917	-17.09334
   4084757199808535296	NGC6774 	289.65612	-17.21610	 8.037	289.65612	-17.21610
   4084751706554608000	NGC6774 	289.43210	-17.33011	14.083	289.43210	-17.33011
   4089143808817740544	NGC6774 	287.12113	-15.33828	19.474	287.12113	-15.33828
   4087978700162332928	NGC6774 	287.88467	-16.60905	19.967	287.88467	-16.60905
   4088004611707768320	NGC6774 	288.43060	-16.81985	12.276	288.43060	-16.81985
   4087965609094170112	NGC6774 	287.16736	-16.73897	19.358	287.16736	-16.73897
   4088060892960421248	NGC6774 	288.38396	-16.28681	16.222	288.38396	-16.28681
   4088051783318575488	NGC6774 	288.66873	-16.30967	13.520	288.66873	-16.30967
   4088057212156821888	NGC6774 	288.54984	-16.36093	16.589	288.54984	-16.36093
   4088034161083427968	NGC6774 	288.15775	-16.46784	13.033	288.15775	-16.46784
   4088038799638160128	NGC6774 	288.65642	-16.53352	18.863	288.65642	-16.53352
   4088014094979188736	NGC6774 	288.53836	-16.64910	19.282	288.53836	-16.64910
   4088042888457322624	NGC6774 	288.47904	-16.48218	12.787	288.47904	-16.48218
   4088053982340061696	NGC6774 	288.75213	-16.24026	11.322	288.75213	-16.24026
   4088049107570207488	NGC6774 	288.85027	-16.36456	11.607	288.85027	-16.36456
   4088060819936392448	NGC6774 	288.40406	-16.30367	19.303	288.40406	-16.30367
   4088048523454649984	NGC6774 	288.88677	-16.34425	10.099	288.88677	-16.34425
   4088049451167613056	NGC6774 	288.81420	-16.33113	10.345	288.81420	-16.33113
   4087208973295685888	NGC6774 	288.16295	-18.11002	15.120	288.16295	-18.11002
   4087225779520703744	NGC6774 	287.94028	-18.02016	19.747	287.94028	-18.02016
   4184861686201347072	NGC6774 	291.02281	-13.99770	16.752	291.02281	-13.99770
   4184880412256044544	NGC6774 	291.65195	-13.80073	18.799	291.65195	-13.80073
   4184856880131191168	NGC6774 	291.07747	-14.09214	19.006	291.07747	-14.09214
   4087919773206423424	NGC6774 	287.62172	-16.95658	12.876	287.62172	-16.95658
   4087948845846501632	NGC6774 	287.36859	-16.84824	19.655	287.36859	-16.84824
   4088827832375470592	NGC6774 	286.98271	-15.96215	13.597	286.98271	-15.96215
   4088863325977320576	NGC6774 	287.76305	-15.93231	12.195	287.76305	-15.93231
   4180917875430157824	NGC6774 	291.25680	-16.48884	19.844	291.25680	-16.48884
   4183930777809206656	NGC6774 	289.55636	-16.24726	13.636	289.55636	-16.24726
   4183926006112672768	NGC6774 	289.64963	-16.35845	19.629	289.64963	-16.35845
   4183936795070404352	NGC6774 	289.04666	-16.36358	12.736	289.04666	-16.36358
   4183938852347590400	NGC6774 	289.18315	-16.29290	16.318	289.18315	-16.29290
   4183947102991940608	NGC6774 	289.26639	-16.13537	15.320	289.26639	-16.13537
   4183935794330206208	NGC6774 	289.19429	-16.32258	10.367	289.19429	-16.32258
   4183911776874132736	NGC6774 	289.95335	-16.14644	16.439	289.95335	-16.14644
   4183920989590558720	NGC6774 	289.24969	-16.42167	11.701	289.24969	-16.42167
   4183937104307997184	NGC6774 	289.13912	-16.33945	10.259	289.13912	-16.33945
   4183944182414043136	NGC6774 	289.37254	-16.19949	14.326	289.37254	-16.19949
   4183928888026931328	NGC6774 	289.40344	-16.33411	18.803	289.40344	-16.33411
   4183937963301558656	NGC6774 	289.04170	-16.31212	10.399	289.04170	-16.31212
   4183940127965076224	NGC6774 	289.11068	-16.24857	12.967	289.11068	-16.24857
   4183938268233045120	NGC6774 	289.09044	-16.29820	17.494	289.09044	-16.29820
   4183942670575016320	NGC6774 	289.34930	-16.21369	 9.987	289.34930	-16.21369
   4183920714712626688	NGC6774 	289.26955	-16.43866	16.823	289.26955	-16.43866
   4183945694242627584	NGC6774 	289.23625	-16.20746	 9.586	289.23625	-16.20746
   4183937688413579648	NGC6774 	289.05721	-16.33702	19.106	289.05721	-16.33702
   4183935248882039168	NGC6774 	289.27738	-16.32036	15.452	289.27738	-16.32036
   4183939475129977600	NGC6774 	289.18501	-16.25952	13.134	289.18501	-16.25952
   4183934355528796672	NGC6774 	289.26807	-16.38861	10.939	289.26807	-16.38861
   4183940501614355456	NGC6774 	289.18408	-16.20630	12.185	289.18408	-16.20630
   4183919237232621056	NGC6774 	289.24892	-16.52256	18.688	289.24892	-16.52256
   4183934046291267200	NGC6774 	289.13739	-16.35915	13.597	289.13739	-16.35915
   4183911059625672320	NGC6774 	289.98382	-16.16119	13.888	289.98382	-16.16119
   4183930438518525184	NGC6774 	289.54076	-16.27299	 8.247	289.54076	-16.27299
   4183924975308561024	NGC6774 	289.50665	-16.38358	18.338	289.50665	-16.38358
   4183933908852283264	NGC6774 	289.17377	-16.36444	17.647	289.17377	-16.36444
   4183933771413328512	NGC6774 	289.15333	-16.38436	14.032	289.15333	-16.38436
   4087825563110796672	NGC6774 	288.64171	-16.69167	14.179	288.64171	-16.69167
   4087824704117287040	NGC6774 	288.69087	-16.69804	17.363	288.69087	-16.69804
   4087850405202135680	NGC6774 	288.79128	-16.60753	14.470	288.79128	-16.60753
   4087858681592239104	NGC6774 	288.85982	-16.45399	17.289	288.85982	-16.45399
   4087855146846199040	NGC6774 	289.12250	-16.49680	11.179	289.12250	-16.49680
   4087838104415873920	NGC6774 	289.20732	-16.64950	14.941	289.20732	-16.64950
   4087816973176237696	NGC6774 	288.45074	-16.83517	 9.049	288.45074	-16.83517
   4087838688531416320	NGC6774 	289.27008	-16.61472	10.316	289.27008	-16.61472
   4087819550156339712	NGC6774 	288.74333	-16.83595	10.866	288.74333	-16.83595
   4087850783153647104	NGC6774 	288.88332	-16.57647	15.233	288.88332	-16.57647
   4087855902760478592	NGC6774 	289.02408	-16.48980	13.038	289.02408	-16.48980
   4087832984815137152	NGC6774 	288.97404	-16.74128	11.538	288.97404	-16.74128
   4087855696602045312	NGC6774 	289.02456	-16.49682	12.414	289.02456	-16.49682
   4087858819031214336	NGC6774 	288.88976	-16.42702	14.455	288.88976	-16.42702
   4087847067995609728	NGC6774 	288.82904	-16.65690	11.432	288.82904	-16.65690
   4087842738668571008	NGC6774 	289.08190	-16.56941	 8.177	289.08190	-16.56941
   4087838959097352064	NGC6774 	289.24754	-16.59098	12.419	289.24754	-16.59098
   4087853875535923200	NGC6774 	288.92788	-16.55153	11.387	288.92788	-16.55153
   4087824807196545664	NGC6774 	288.58690	-16.74901	15.552	288.58690	-16.74901
   4087826761390246272	NGC6774 	289.02181	-16.88238	11.451	289.02181	-16.88238
   4087851947086575616	NGC6774 	288.81689	-16.52217	18.349	288.81689	-16.52217
   4087841918346863232	NGC6774 	289.19061	-16.58975	 9.021	289.19061	-16.58975
   4087860506965490560	NGC6774 	288.93798	-16.38783	11.645	288.93798	-16.38783
   4185221368254621952	NGC6774 	288.96862	-14.31941	18.458	288.96862	-14.31941
   4185236383460552192	NGC6774 	288.86119	-14.20487	12.258	288.86119	-14.20487
   4180879018872068864	NGC6774 	290.12832	-16.56864	16.191	290.12832	-16.56864
   4180850397208962688	NGC6774 	289.89556	-16.79811	16.004	289.89556	-16.79811
   4087806832745520128	NGC6774 	288.89074	-16.88045	18.836	288.89074	-16.88045
   4087804603669963520	NGC6774 	288.78583	-16.96160	10.511	288.78583	-16.96160
   4087799621507741312	NGC6774 	288.80249	-17.08683	10.911	288.80249	-17.08683
   4087786874044570880	NGC6774 	289.28981	-16.83178	11.476	289.28981	-16.83178
   4087773405026727808	NGC6774 	289.14687	-17.08556	10.490	289.14687	-17.08556
   4087799655867454720	NGC6774 	288.83374	-17.08450	13.609	288.83374	-17.08450
   4087807180650392832	NGC6774 	288.85275	-16.85632	11.324	288.85275	-16.85632
   4087789141787176704	NGC6774 	289.37172	-16.74669	13.041	289.37172	-16.74669
   4087762027643173248	NGC6774 	289.26429	-17.05394	 8.028	289.26429	-17.05394
   4087782677845919744	NGC6774 	289.39180	-16.87173	12.356	289.39180	-16.87173
   4087762371240557696	NGC6774 	289.36275	-17.06323	13.032	289.36275	-17.06323
   4087760069140238336	NGC6774 	289.26248	-17.16278	19.052	289.26248	-17.16278
   4087773851703321088	NGC6774 	289.22823	-17.03704	10.306	289.22823	-17.03704
   4183968401721906048	NGC6774 	289.46148	-16.11143	13.313	289.46148	-16.11143
   4183961873375118336	NGC6774 	289.93373	-16.02648	19.606	289.93373	-16.02648
   4183950534662831488	NGC6774 	289.70781	-16.25467	13.958	289.70781	-16.25467
   4183966546297461632	NGC6774 	289.82617	-15.92135	16.649	289.82617	-15.92135
   4183960808219724416	NGC6774 	289.96476	-16.06635	10.165	289.96476	-16.06635
   4183949198935967232	NGC6774 	289.34934	-16.07354	 7.181	289.34934	-16.07354
   4183978061110910592	NGC6774 	289.68441	-15.89890	19.532	289.68441	-15.89890
   4184002319091491968	NGC6774 	290.55141	-15.88887	13.585	290.55141	-15.88887
   4183952669270076032	NGC6774 	289.80154	-16.17839	10.367	289.80154	-16.17839
   4088733755406880896	NGC6774 	286.88570	-16.53626	14.751	286.88570	-16.53626
   4088107995849289216	NGC6774 	288.31422	-16.27021	10.468	288.31422	-16.27021
   4088073876634320768	NGC6774 	287.94714	-16.54696	11.004	287.94714	-16.54696
   4088108859141437056	NGC6774 	288.21861	-16.24322	18.983	288.21861	-16.24322
   4088110332311492224	NGC6774 	288.42194	-16.17238	11.813	288.42194	-16.17238
   4088071230929226496	NGC6774 	288.61049	-16.10959	10.305	288.61049	-16.10959
   4181010921602795776	NGC6774 	291.21696	-15.94715	19.169	291.21696	-15.94715
   4180980100919990400	NGC6774 	290.58345	-16.34906	17.771	290.58345	-16.34906
   4180568647346513408	NGC6774 	290.62682	-17.44443	19.611	290.62682	-17.44443
   4084250947727072384	NGC6774 	290.17793	-18.84635	18.052	290.17793	-18.84635
   4083614807222135936	NGC6774 	291.37246	-18.58365	10.938	291.37246	-18.58365
   4184944321373997056	NGC6774 	291.32113	-13.63058	19.782	291.32113	-13.63058
   4184913676789036160	NGC6774 	290.83953	-13.85584	17.510	290.83953	-13.85584
   4185163330346468992	NGC6774 	289.51922	-14.35549	19.748	289.51922	-14.35549
   4084099039017310848	NGC6774 	288.71969	-19.01751	16.585	288.71969	-19.01751
   4084126118799904640	NGC6774 	288.66551	-18.70488	17.475	288.66551	-18.70488
   4084076365883724672	NGC6774 	288.33846	-19.12135	19.252	288.33846	-19.12135
   4184775649418128128	NGC6774 	290.16359	-14.40382	19.250	290.16359	-14.40382
   4184259570456114432	NGC6774 	289.00110	-15.26821	14.449	289.00110	-15.26821
   4184262594113102336	NGC6774 	288.97645	-15.25294	16.896	288.97645	-15.25294
   4184292143485406080	NGC6774 	289.52234	-15.30629	12.500	289.52234	-15.30629
   4184283995918745344	NGC6774 	289.54276	-15.53096	19.104	289.54276	-15.53096
   4084194769558646528	NGC6774 	288.27982	-18.44133	16.994	288.27982	-18.44133
   4084223524348494080	NGC6774 	289.63125	-19.10953	19.862	289.63125	-19.10953
   4184145285660713216	NGC6774 	288.81683	-16.03333	17.831	288.81683	-16.03333
   4184126426467203456	NGC6774 	288.99339	-16.25729	10.225	288.99339	-16.25729
   4184135394358918656	NGC6774 	289.19689	-16.06936	12.353	289.19689	-16.06936
   4184144534049662720	NGC6774 	288.75054	-16.09782	11.732	288.75054	-16.09782
   4184125807991900928	NGC6774 	288.96374	-16.29985	 8.124	288.96374	-16.29985
   4184137077986034048	NGC6774 	289.29713	-16.05240	 8.025	289.29713	-16.05240
   4184117935303168640	NGC6774 	290.35625	-15.33704	17.724	290.35625	-15.33704
   4184134810228514816	NGC6774 	289.15109	-16.12696	10.730	289.15109	-16.12696
   4184134771578949504	NGC6774 	289.16897	-16.12539	12.064	289.16897	-16.12539
   4184146900561610880	NGC6774 	288.83923	-16.00308	12.766	288.83923	-16.00308
   4184147420267682944	NGC6774 	288.90111	-15.96292	10.169	288.90111	-15.96292
   4184136906187904128	NGC6774 	289.23224	-16.05621	11.112	289.23224	-16.05621
   4184157659469838592	NGC6774 	288.87424	-15.85145	11.204	288.87424	-15.85145
   4184129862426612096	NGC6774 	289.05895	-16.11965	10.897	289.05895	-16.11965
   4184128586826043904	NGC6774 	289.10867	-16.18449	11.619	289.10867	-16.18449
   4184136558285344000	NGC6774 	289.26189	-16.08806	12.597	289.26189	-16.08806
   4184167928723405312	NGC6774 	289.36525	-15.80469	16.910	289.36525	-15.80469
   4184128419331972352	NGC6774 	289.13463	-16.19307	10.638	289.13463	-16.19307
   4184128934728130304	NGC6774 	289.03604	-16.18756	 9.753	289.03604	-16.18756
   4184135080816938240	NGC6774 	289.20573	-16.10295	18.460	289.20573	-16.10295
   4184130820203725056	NGC6774 	288.90907	-16.18576	17.403	288.90907	-16.18576
   4184128144454095488	NGC6774 	289.07658	-16.21192	16.875	289.07658	-16.21192
   4184148073089506304	NGC6774 	288.76530	-16.06151	19.628	288.76530	-16.06151
   4184111239462279424	NGC6774 	290.25652	-15.43312	16.395	290.25652	-15.43312
   4184135806675835008	NGC6774 	289.10257	-16.09284	16.325	289.10257	-16.09284
   4083558732135405056	NGC6774 	291.23675	-18.77379	19.925	291.23675	-18.77379
   4184228268723020160	NGC6774 	288.48999	-15.53388	19.874	288.48999	-15.53388
   4184182737768311296	NGC6774 	289.09182	-15.77122	12.559	289.09182	-15.77122
   4184196073644880000	NGC6774 	288.65894	-15.98282	19.279	288.65894	-15.98282
   4184202975660299776	NGC6774 	288.62112	-15.81835	10.423	288.62112	-15.81835
   4184198788077655936	NGC6774 	288.78855	-15.87348	11.262	288.78855	-15.87348
   4184176827898941312	NGC6774 	289.58245	-15.63563	16.645	289.58245	-15.63563
   4184213390966718592	NGC6774 	288.81532	-15.57537	16.397	288.81532	-15.57537
   4184200643491196928	NGC6774 	288.51138	-15.90171	 8.057	288.51138	-15.90171
   4184216410318475264	NGC6774 	288.62148	-15.72323	14.479	288.62148	-15.72323
   4185077881988637056	NGC6774 	288.39705	-14.98241	12.704	288.39705	-14.98241
   4185124714308269312	NGC6774 	289.09131	-14.79541	15.437	289.09131	-14.79541
   4084174462953441792	NGC6774 	288.25027	-18.63075	13.965	288.25027	-18.63075
   4087903555409106432	NGC6774 	288.00227	-17.04878	18.320	288.00227	-17.04878
   4087900875348737792	NGC6774 	287.84712	-17.15705	13.620	287.84712	-17.15705
   4180769063402755072	NGC6774 	290.21733	-17.27052	18.990	290.21733	-17.27052
   4180790435162745984	NGC6774 	290.76414	-17.03823	17.902	290.76414	-17.03823
   4084555168851639680	NGC6774 	288.57524	-18.44844	13.557	288.57524	-18.44844
   4087622153460553216	NGC6774 	288.68263	-17.66201	13.030	288.68263	-17.66201
   4087629742658237824	NGC6774 	288.72204	-17.55463	19.604	288.72204	-17.55463
   4087664587724633472	NGC6774 	287.96010	-17.57988	19.700	287.96010	-17.57988
   4184350550732792320	NGC6774 	289.49811	-15.09904	19.195	289.49811	-15.09904
   4184345950836631296	NGC6774 	289.51014	-15.18112	17.244	289.51014	-15.18112
   4184353166381835136	NGC6774 	289.47939	-15.04410	16.059	289.47939	-15.04410
   4184305230242132224	NGC6774 	290.07106	-15.22554	19.719	290.07106	-15.22554
   4184325674282311680	NGC6774 	289.87367	-15.07184	19.426	289.87367	-15.07184
   4184332035135655680	NGC6774 	290.08907	-14.90386	19.597	290.08907	-14.90386
   4184343197746728832	NGC6774 	289.25145	-15.18176	11.929	289.25145	-15.18176
   4183876248903626240	NGC6774 	289.54815	-16.48738	10.369	289.54815	-16.48738
   4183847562828165248	NGC6774 	289.74258	-16.80609	19.415	289.74258	-16.80609
   4183850105448920576	NGC6774 	289.59243	-16.78991	13.171	289.59243	-16.78991
   4183862715472995840	NGC6774 	289.55998	-16.68974	 8.282	289.55998	-16.68974
   4183867079159884672	NGC6774 	289.46025	-16.62402	15.375	289.46025	-16.62402
   4183868556628622720	NGC6774 	289.50229	-16.60059	10.412	289.50229	-16.60059
   4183861684680803968	NGC6774 	289.52235	-16.77898	12.785	289.52235	-16.77898
   4089004377024499072	NGC6774 	286.31852	-15.90339	18.180	286.31852	-15.90339
   4088124114881222528	NGC6774 	288.43353	-15.93551	17.513	288.43353	-15.93551
   4185533526471769088	NGC6774 	289.72193	-14.42700	10.275	289.72193	-14.42700
   4185551805852891392	NGC6774 	289.47652	-14.24689	17.155	289.47652	-14.24689
   4185610350538649600	NGC6774 	289.31796	-13.95962	19.700	289.31796	-13.95962

