#																			
#   VizieR Astronomical Server vizier.u-strasbg.fr																			
#    Date: 2018-11-19T09:56:28 [V1.99+ (14-Oct-2013)]																			
#   In case of problem, please report to:	cds-question@unistra.fr																		
#																			
#																			
#Coosys	J2000:	eq_FK5 J2000																	
#INFO	votable-version=1.99+ (14-Oct-2013)																		
#INFO	-ref=VIZ5bf2887115a2																		
#INFO	-out.max=9999																		
#INFO	queryParameters=11																		
#-oc.form=dec																			
#-out.max=9999																			
#-out.add=_RAJ,_DEJ																			
#-order=I																			
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&tab:{J/A+A/618/A93/members}&key:source=J/A+A/618/A93&HTTPPRM:&&-ref=VIZ5bf2887115a2&-out.max=9999&-out.form=HTML Table&-order=I&-oc.form=sexa&Cluster=NGC_2632&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&																			
#-c.eq=J2000																			
#-c.r=  2																			
#-c.u=arcmin																			
#-c.geom=r																			
#-source=J/A+A/618/A93																			
#Cluster=NGC_2632																			
#																			
#Column	Nstars	(I4)	Number of members (probability over 0.5) (nbstars)	[ucd=meta.number]															
#Column	pmRA	(F7.3)	Mean proper motion along RA of members (pmra)	[ucd=pos.pm;pos.eq.ra]															
#Column	pmDE	(F7.3)	Mean proper motion along DE of members(pmdec)	[ucd=pos.pm;pos.eq.dec]															
#Column	plx	(F6.3)	Mean parallax of members (par)	[ucd=pos.parallax.trig]															
#Column	dmode	(F7.1)	Most likely distance (dmode)	[ucd=pos.distance]															
#Column	dmode+01	(F6.1)	Distance if +0.1mas added to parallax (dmodePLUS01)	[ucd=pos.distance]															
#Column	dmode-01	(F7.1)	? Distance if -0.1mas added to parallax null if mean parallax under 0.1mas (dmodeMINUS01)	[ucd=pos.distance]															
#Column	X	(F8.1)	X coordinate in Galactic coordinates (X)	[ucd=pos.cartesian.x;pos.galactic]															
#Column	Y	(F8.1)	Y coordinate in Galactic coordinates (Y)	[ucd=pos.cartesian.y;pos.galactic]															
#Column	Z	(F7.1)	Z coordinate in Galactic coordinates (Z)	[ucd=pos.cartesian.z;pos.galactic]															
#Column	Rgc	(F7.1)	Distance from Galactic centre assuming the Sun is at 8340pc (Rgc)	[ucd=pos.distance]															
#Column	SimbadName	(a25)	Simbad column added by the CDS	[ucd=meta.id]															
_RAJ2000	_DEJ2000	Cluster	RAJ2000	DEJ2000	GLON	GLAT	r50	Nstars	pmRA	pmDE	plx	dmode	dmode+01	dmode-01	X	Y	Z	Rgc	SimbadName
deg	deg	 	deg	deg	deg	deg	deg	 	mas/yr	mas/yr	mas	pc	pc	pc	pc	pc	pc	pc	
---------	---------	-----------------	-------	-------	-------	-------	------	----	-------	-------	------	-------	------	-------	--------	--------	-------	-------	-------------------------
130.054	19.621	NGC_2632         	130.054	19.621	205.952	32.428	0.985	697	-36.09	-12.919	5.361	185.5	182.2	189	-140.8	-68.5	99.5	8481.1	NGC 2632
																			
#Table	J_A_A_618_A93_members:																		
#Name: J/A+A/618/A93/members																			
#Title: Membership probabilities of all individual stars																			
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]															
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]															
#Column	RA_ICRS	(F15.11)	[] Gaia DR2 right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]															
#Column	DE_ICRS	(F15.11)	Gaia DR2 declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]															
#Column	Source	(I19)	Gaia DR2 source_id (source_id)	[ucd=meta.id;meta.main]															
#Column	GLON	(F14.10)	[] Gaia DR2 Galactic longitude (l)	[ucd=pos.galactic.lon]															
#Column	GLAT	(F14.10)	Gaia DR2 Galactic latitude (b)	[ucd=pos.galactic.lat]															
#Column	plx	(F10.4)	Gaia DR2 parallax (parallax)	[ucd=pos.parallax.trig]															
#Column	pmRA	(F9.3)	Gaia DR2 proper motion along RA (pmra)	[ucd=pos.pm;pos.eq.ra]															
#Column	pmDE	(F9.3)	Gaia DR2 proper motion along DE (pmdec)	[ucd=pos.pm;pos.eq.dec]															
#Column	o_Gmag	(I3)	Gaia DR2 number of G observations (phot_g_n_obs)	[ucd=meta.number]															
#Column	Gmag	(F9.6)	Gaia DR2 mean G magnitude (phot_g_mean_mag)	[ucd=phot.mag;em.opt.V]															
#Column	BP-RP	(F9.6)	? Gaia DR2 BP minus RP colour null if missing in DR2 (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]															
#Column	PMemb	(F4.1)	Membership probability (proba)	[ucd=stat.fit.goodness]															
#Column	Cluster	(a17)	Corresponding cluster (cluster)	[ucd=meta.id.parent]															
#Column	_RA.icrs	(F15.11)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]															
#Column	_DE.icrs	(F15.11)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]															
deg	deg	deg	deg	 	deg	deg	mas	mas/yr	mas/yr	 	mag	mag	 	 	deg	deg			
_RAJ2000	_DEJ2000	RA_ICRS	DE_ICRS	Source	GLON	GLAT	plx	pmRA	pmDE	o_Gmag	Gmag	BP-RP	PMemb	Cluster	_RA.icrs	_DE.icrs			
130.288619826	17.5713758489	130.2884496798	17.5713233298	6.58602070559195E+017	208.3082433192	31.9042618709	5.1902	-37.674	-12.198	355	17.998228	3.033121	0.8	NGC_2632         	130.288619826	17.5713758489			
130.2740286602	17.5410883118	130.2738591746	17.5410400725	6.58600455651465E+017	208.3354264753	31.8802219554	5.0742	-37.534	-11.204	350	15.805969	2.528612	0.6	NGC_2632         	130.2740286602	17.5410883118			
130.3589764388	17.803525345	130.3588080306	17.8034746601	6.586154407933E+017	208.0823111714	32.0514312505	5.5255	-37.241	-11.772	379	16.564083	2.784516	1	NGC_2632         	130.3589764388	17.803525345			
130.5731076033	17.9875072047	130.572942565	17.9874573206	6.58641996575437E+017	207.9671420661	32.3080863894	5.4343	-36.458	-11.586	399	16.675661	2.79921	1	NGC_2632         	130.5731076033	17.9875072047			
130.9657573242	17.6555928134	130.965594233	17.6555434503	6.58570974996041E+017	208.4943443576	32.5358042588	5.5616	-36.095	-11.465	390	16.92783	2.746878	0.7	NGC_2632         	130.9657573242	17.6555928134			
130.9473332733	18.0500282049	130.9471649883	18.0499781356	6.58645574283871E+017	208.050472576	32.6625021881	5.6034	-37.162	-11.629	461	17.306372	3.087177	0.8	NGC_2632         	130.9473332733	18.0500282049			
130.4103725608	17.6400235163	130.4102091449	17.6399744287	6.58607950370341E+017	208.2829811365	32.0373888351	5.3421	-36.17	-11.401	415	14.526263	1.954389	1	NGC_2632         	130.4103725608	17.6400235163			
130.9294614514	17.9083226304	130.9293080974	17.9082754976	6.58630249840568E+017	208.2000634878	32.5954458383	5.4013	-33.892	-10.947	396	14.43742	1.978498	0.5	NGC_2632         	130.9294614514	17.9083226304			
131.0498454404	17.9021846425	131.0496831013	17.902135387	6.58628905514597E+017	208.2561211336	32.6999939548	5.2503	-35.879	-11.44	421	9.814334	0.62742	1	NGC_2632         	131.0498454404	17.9021846425			
129.7576923676	17.8557833795	129.7575254661	17.8557316914	6.59284390540627E+017	207.7797896668	31.5373655362	5.5605	-36.897	-12.005	247	15.08069	2.213951	1	NGC_2632         	129.7576923676	17.8557833795			
129.3076756395	17.5135361659	129.3075156382	17.5134856791	6.59248858275152E+017	207.9686468221	31.0130574668	5.2897	-35.439	-11.726	275	13.266846	1.461727	1	NGC_2632         	129.3076756395	17.5135361659			
129.6369597285	17.3939241325	129.6367962724	17.3938745842	6.59254394489167E+017	208.233794312	31.2609949108	5.537	-36.228	-11.508	211	17.949108	2.913151	1	NGC_2632         	129.6369597286	17.3939241325			
129.8193475864	17.4629263563	129.819184768	17.4628753872	6.59253638574909E+017	208.2337408718	31.4481912517	5.3965	-36.073	-11.838	266	11.503157	0.927423	1	NGC_2632         	129.8193475864	17.4629263563			
129.3084427785	17.5136146607	129.3082875312	17.5135649531	6.59248862571213E+017	207.9688770636	31.0137710548	5.2704	-34.386	-11.545	276	14.345362	1.860087	1	NGC_2632         	129.3084427785	17.5136146607			
130.2304573132	18.5830613682	130.2302993972	18.5830095466	6.59477217391774E+017	207.1716383897	32.2184717764	5.3132	-34.765	-12.036	270	13.927447	1.714271	1	NGC_2632         	130.2304573132	18.5830613682			
129.7072038978	18.265860856	129.707043226	18.2658116565	6.59452272221698E+017	207.3106967126	31.6412950525	5.3294	-35.437	-11.427	233	12.319331	1.136819	1	NGC_2632         	129.7072038978	18.265860856			
130.1423547588	18.3591753895	130.1421877264	18.3591258929	6.59464122035016E+017	207.3832034551	32.0603082667	5.4329	-36.82	-11.496	265	17.535246	2.94294	0.9	NGC_2632         	130.1423547588	18.3591753895			
130.1849761437	18.6565217193	130.1848177505	18.6564689461	6.59489518178181E+017	207.0723609625	32.2043850888	5.3094	-34.855	-12.257	237	12.636957	1.242955	1	NGC_2632         	130.1849761437	18.6565217193			
129.9191403682	18.6163069302	129.9189809222	18.6162572183	6.5948580732633E+017	207.0107015375	31.9547052776	5.2843	-35.095	-11.546	234	17.083097	3.03122	0.9	NGC_2632         	129.9191403682	18.6163069302			
129.0976006746	18.4058422425	129.0974432396	18.4057912992	6.59561604909478E+017	206.9133388151	31.1520200257	5.1993	-34.695	-11.832	251	15.176469	2.184048	1	NGC_2632         	129.0976006746	18.4058422425			
129.1711395308	18.3073069781	129.1709751471	18.3072559788	6.59547998453088E+017	207.0501658303	31.1815603562	5.4213	-36.247	-11.845	262	15.473185	2.320899	1	NGC_2632         	129.1711395308	18.3073069781			
130.3814086269	18.5006188864	130.3812424831	18.5005627808	6.59472235229783E+017	207.3231460662	32.3227138775	5.3702	-36.594	-13.031	377	10.261184	0.707566	1	NGC_2632         	130.3814086269	18.5006188864			
130.3507502503	18.2340969125	130.3505846893	18.2340439025	6.59411796450014E+017	207.6050221734	32.1999818265	5.3081	-36.522	-12.312	349	14.880089	2.170081	1	NGC_2632         	130.3507502503	18.2340969125			
129.5298304259	17.7824414171	129.5296656594	17.7823919032	6.59329126920001E+017	207.7670472816	31.308632954	5.3898	-36.44	-11.5	218	15.74826	2.5572	1	NGC_2632         	129.5298304259	17.7824414171			
130.4678430048	18.0519101812	130.4676775619	18.0518568613	6.5939392938614E+017	207.853311799	32.2380536747	5.5112	-36.534	-12.384	424	14.349368	1.897286	1	NGC_2632         	130.4678430048	18.0519101812			
130.0409798192	18.0972286868	130.0408150447	18.097173184	6.59388466187694E+017	207.6303385943	31.8760938499	5.6002	-36.377	-12.891	230	13.055716	1.408139	1	NGC_2632         	130.0409798192	18.0972286868			
128.9772900649	18.1493505973	128.9771332024	18.1493000717	6.59539236719825E+017	207.1442388125	30.9527478392	5.2221	-34.62	-11.735	225	10.735033	0.767685	1	NGC_2632         	128.977290065	18.1493505973			
129.7118455652	18.0145689518	129.7116868446	18.0145210913	6.59427464490678E+017	207.5876134396	31.554489373	5.5048	-35.057	-11.116	226	16.745358	2.732642	0.9	NGC_2632         	129.7118455652	18.0145689518			
129.6277982188	18.1217694421	129.6276443664	18.1217240229	6.59443819726137E+017	207.4364044055	31.518893028	5.0572	-33.961	-10.549	207	14.989451	2.473033	0.8	NGC_2632         	129.6277982189	18.1217694421			
129.6431074542	18.1880735498	129.6429388008	18.1880225979	6.59445743871415E+017	207.3700549686	31.5564280327	5.5248	-37.214	-11.834	255	14.844673	2.090165	1	NGC_2632         	129.6431074542	18.1880735498			
130.0923485768	18.1235361112	130.0921896625	18.1234856028	6.59388947224026E+017	207.6222343918	31.9311331979	5.3683	-35.078	-11.731	226	14.684579	2.013641	1	NGC_2632         	130.0923485768	18.1235361112			
130.2486484617	18.367883533	130.2484801007	18.367824336	6.59463610935469E+017	207.4163632578	32.1575885394	5.0349	-37.111	-13.749	267	11.713224	1.18783	0.8	NGC_2632         	130.2486484617	18.367883533			
130.0711206116	18.6082807274	130.0709513964	18.6082300123	6.5948834994701E+017	207.0801672626	32.0863792686	5.386	-37.247	-11.779	217	17.299139	2.891325	1	NGC_2632         	130.0711206116	18.6082807274			
130.2329175949	18.246176912	130.2327509797	18.2461161348	6.59414785747259E+017	207.5441429053	32.0999144878	5.2188	-36.752	-14.116	290	16.785307	3.003421	0.9	NGC_2632         	130.2329175949	18.246176912			
129.0019752862	17.9759435846	129.0018184743	17.9758934551	6.59532399131905E+017	207.3425027428	30.9115393121	5.3431	-34.643	-11.643	249	15.536804	2.423987	1	NGC_2632         	129.0019752862	17.9759435846			
130.1294427873	18.4322666227	130.1292859816	18.4322160799	6.59467871542952E+017	207.2975109927	32.0750979546	5.3024	-34.551	-11.739	234	15.936785	2.446178	1	NGC_2632         	130.1294427873	18.4322666227			
129.3451276342	17.6875707265	129.3449684819	17.6875210879	6.59321499058103E+017	207.7949974281	31.1101973041	5.209	-35.217	-11.529	250	17.006727	2.906267	0.9	NGC_2632         	129.3451276342	17.6875707265			
130.0795592924	18.36194998	130.0793985041	18.3618991013	6.59462855021156E+017	207.3549087544	32.0056855788	5.1812	-35.443	-11.817	230	16.078579	2.485103	1	NGC_2632         	130.0795592924	18.36194998			
130.1399952601	18.6744901081	130.1398267834	18.674438928	6.59490510313883E+017	207.0345854076	32.1709528934	5.3116	-37.07	-11.887	217	11.453332	0.94496	1	NGC_2632         	130.1399952601	18.6744901081			
130.1016854272	18.4538240161	130.1015318064	18.4537616588	6.59468215140335E+017	207.2626428299	32.0582365673	5.3069	-33.845	-14.483	228	11.377359	1.02168	1	NGC_2632         	130.1016854272	18.4538240161			
129.9566431458	18.3474300455	129.9564847979	18.3473787535	6.59466222275522E+017	207.3214815456	31.8915977991	5.3072	-34.908	-11.913	219	9.027759	0.481041	1	NGC_2632         	129.9566431458	18.3474300455			
129.9043145762	17.7888604987	129.9041534754	17.7888158717	6.5937314174441E+017	207.9126853668	31.6429525455	5.3188	-35.628	-10.365	259	14.752681	2.041262	0.9	NGC_2632         	129.9043145762	17.7888604987			
129.3301790007	18.1482581914	129.3300174541	18.1482054269	6.5935445004707E+017	207.2874641237	31.2648519308	5.3322	-35.654	-12.255	208	13.926704	1.713923	1	NGC_2632         	129.3301790007	18.1482581914			
128.7244014985	18.0181738353	128.7242426388	18.018119383	6.59524805629743E+017	207.1847002609	30.6811001917	5.3697	-35.087	-12.647	254	17.857454	3.096218	1	NGC_2632         	128.7244014986	18.0181738353			
129.9063106406	18.1703953877	129.9061508408	18.1703471398	6.59436153207801E+017	207.4955921472	31.7832185862	5.345	-35.264	-11.206	248	12.051959	1.070989	1	NGC_2632         	129.9063106406	18.1703953878			
128.6964306497	18.0211403499	128.6962769851	18.021090018	6.59524152794716E+017	207.1702122731	30.6574195152	5.2063	-33.939	-11.69	270	13.248028	1.427448	1	NGC_2632         	128.6964306497	18.0211403499			
129.795696673	18.1759888248	129.7955263546	18.1759369042	6.5943907808223E+017	207.4448162259	31.6872305263	5.466	-37.584	-12.059	249	10.114675	0.698825	1	NGC_2632         	129.795696673	18.1759888248			
129.8777199986	17.9808984687	129.8775534364	17.9808477837	6.59380666527013E+017	207.6917094792	31.6892558009	5.0976	-36.796	-11.772	290	17.48967	2.868193	0.9	NGC_2632         	129.8777199986	17.9808984687			
129.8644035159	18.248787117	129.8642471395	18.2487382361	6.5944124274574E+017	207.3926929405	31.7743851102	5.4177	-34.493	-11.353	259	17.289211	3.000633	0.9	NGC_2632         	129.8644035159	18.248787117			
129.1159035296	17.9148778163	129.1157368893	17.9148158637	6.59343626729513E+017	207.4548995493	30.9901802858	5.4041	-36.827	-14.389	233	10.665988	0.771448	0.9	NGC_2632         	129.1159035296	17.9148778163			
129.1312832906	18.315279711	129.1311296027	18.3152271747	6.59559783843349E+017	207.0255124628	31.1491646976	5.4547	-33.887	-12.202	246	17.073936	3.04297	1	NGC_2632         	129.1312832906	18.315279711			
130.2938319884	18.2686433359	130.2936646761	18.26858903	6.59415129344636E+017	207.5439613343	32.1619734112	5.6222	-36.901	-12.613	345	15.544751	2.42088	1	NGC_2632         	130.2938319884	18.2686433359			
128.9467654511	18.1416397077	128.9465990219	18.1415859443	6.59550884671134E+017	207.1403390379	30.9229111304	5.5256	-36.733	-12.487	190	16.529835	2.788426	1	NGC_2632         	128.9467654511	18.1416397077			
128.970411704	18.3141378198	128.9702454907	18.3140853093	6.59559027929114E+017	206.9623228587	31.0063354652	5.4113	-36.649	-12.196	228	15.829994	2.49927	1	NGC_2632         	128.970411704	18.3141378198			
129.0501349057	17.8796521065	129.0499781111	17.8796021147	6.59343111333444E+017	207.4664895417	30.9190672904	5.2701	-34.658	-11.611	245	17.614622	3.004021	0.9	NGC_2632         	129.0501349057	17.8796521065			
128.9966231681	18.308232665	128.9964656316	18.3081822427	6.59558993569375E+017	206.9792438877	31.0274111681	5.3167	-34.737	-11.711	215	15.763354	2.40859	1	NGC_2632         	128.9966231681	18.308232665			
130.1510675735	17.9501281874	130.1509041812	17.9500782818	6.59370461684793E+017	207.8365008111	31.9203774594	5.1375	-36.102	-11.591	279	16.408344	2.772201	1	NGC_2632         	130.1510675735	17.9501281874			
129.2644128486	19.1781044834	129.2642386301	19.1780472411	6.59763880689114E+017	206.1343648162	31.5749751115	5.6715	-38.218	-13.295	193	13.162781	1.421666	0.9	NGC_2632         	129.2644128487	19.1781044834			
129.7372170416	18.858140328	129.7370495687	18.858084584	6.59698219229187E+017	206.672206922	31.8797905221	5.523	-36.809	-12.947	223	15.887369	2.715938	1	NGC_2632         	129.7372170416	18.858140328			
129.6346807287	18.7813493636	129.6345210907	18.7812961987	6.5969165651917E+017	206.7160767612	31.7617859298	5.4076	-35.103	-12.348	271	16.125387	2.510368	1	NGC_2632         	129.6346807287	18.7813493636			
129.215140741	19.0764014361	129.2149843788	19.076344986	6.59760650873719E+017	206.2266911187	31.4954985477	5.3375	-34.322	-13.111	239	13.34352	1.476481	1	NGC_2632         	129.215140741	19.0764014361			
129.2239294238	18.495852379	129.2237712479	18.4958020816	6.59656094190005E+017	206.865561978	31.2962176358	5.3402	-34.84	-11.682	249	13.486948	1.542989	1	NGC_2632         	129.2239294238	18.495852379			
128.6429805997	18.7990561985	128.6428236056	18.7990019572	6.59636406059749E+017	206.3045877268	30.8910436909	5.034	-34.518	-12.598	203	16.054152	2.601266	1	NGC_2632         	128.6429805997	18.7990561985			
129.3627345849	18.9766730383	129.362571733	18.9766197098	6.59744295638254E+017	206.3941163204	31.5906427462	5.5352	-35.768	-12.386	209	16.083649	2.539896	1	NGC_2632         	129.3627345849	18.9766730384			
129.2343875408	18.9633281249	129.234229077	18.9632743055	6.5972419519132E+017	206.3582340633	31.4724313872	5.4463	-34.807	-12.5	248	14.245193	2.124904	1	NGC_2632         	129.2343875408	18.9633281249			
129.5559727397	19.1416236717	129.5558087185	19.1415712646	6.59753126090988E+017	206.2886775251	31.81981777	5.3506	-35.989	-12.172	255	17.634932	2.936586	1	NGC_2632         	129.5559727397	19.1416236717			
129.4092661747	18.482478234	129.4091051557	18.4824283801	6.59645030354242E+017	206.9541371686	31.4554480481	5.2168	-35.469	-11.579	233	12.77134	1.298164	1	NGC_2632         	129.4092661747	18.482478234			
129.2151096518	18.8386917754	129.2149468113	18.8386360056	6.597194191877E+017	206.4871721561	31.4110625934	5.4262	-35.795	-12.953	229	17.477577	3.02121	1	NGC_2632         	129.2151096518	18.8386917754			
129.2611581628	19.3284659083	129.2610060552	19.328415176	6.59774291689775E+017	205.9678703126	31.6250788065	5.4089	-33.337	-11.783	251	15.793995	2.50689	0.8	NGC_2632         	129.2611581628	19.3284659083			
129.0792442503	18.9190395851	129.0790772127	18.9189815075	6.59734125155723E+017	206.3456479867	31.3195189086	5.4493	-36.7	-13.489	236	15.931406	2.501775	1	NGC_2632         	129.0792442503	18.9190395851			
129.7406588242	18.7752374303	129.7404954448	18.7751827369	6.59680072990873E+017	206.7648134286	31.8533761862	5.6771	-35.927	-12.703	202	16.570196	2.836025	1	NGC_2632         	129.7406588242	18.7752374303			
129.1778990553	18.895236689	129.1777367059	18.8951880578	6.59722752082319E+017	206.4105689554	31.3982874085	5.3926	-35.675	-11.295	246	13.470006	1.588004	1	NGC_2632         	129.1778990553	18.895236689			
128.8987844278	18.9957221839	128.8986243895	18.9956709177	6.5973907295797E+017	206.1908274356	31.1872671519	5.1996	-35.146	-11.907	227	14.711002	2.010682	1	NGC_2632         	128.8987844278	18.9957221839			
129.3508236631	19.4170083051	129.3506639585	19.4169503007	6.59777074828577E+017	205.9053368288	31.735353987	5.3728	-34.983	-13.472	252	14.976298	2.345115	1	NGC_2632         	129.3508236631	19.4170083051			
129.0502816088	18.7355137269	129.0501194909	18.7354576385	6.59713818550364E+017	206.5348240694	31.2284732403	5.5003	-35.658	-13.027	187	16.939386	2.970224	1	NGC_2632         	129.0502816088	18.7355137269			
129.8287306033	18.8101405558	129.8285737398	18.8100878215	6.59685231248167E+017	206.7613052364	31.9437210906	5.5535	-34.487	-12.248	251	16.658535	2.806791	0.9	NGC_2632         	129.8287306033	18.8101405559			
128.9617685253	18.8954442289	128.9616192274	18.8953990077	6.5973453747259E+017	206.3251620803	31.207281394	5.2263	-32.807	-10.503	232	15.907125	2.83137	0.5	NGC_2632         	128.9617685253	18.8954442289			
129.3842695965	18.883981872	129.3841142613	18.8839272174	6.59742367196651E+017	206.5043305351	31.5767854462	5.2879	-34.136	-12.694	201	15.477041	2.329517	1	NGC_2632         	129.3842695965	18.883981872			
128.6519153634	18.3980571491	128.6517635348	18.3980091423	6.59608295497452E+017	206.7438716957	30.7548108375	5.1788	-33.461	-11.15	282	14.474058	1.925845	0.7	NGC_2632         	128.6519153634	18.3980571491			
129.0945349056	19.191484177	129.0943734105	19.1914310034	6.59766114072053E+017	206.0532537312	31.4295971748	5.4737	-35.424	-12.35	272	12.129682	1.11101	1	NGC_2632         	129.0945349056	19.191484177			
129.1517440789	19.1852101227	129.1515782775	19.1851551279	6.59765220718854E+017	206.0824993062	31.4779279292	5.3381	-36.37	-12.773	285	14.082102	1.78942	1	NGC_2632         	129.1517440789	19.1852101227			
129.2254449756	18.7568599566	129.225282187	18.7568084536	6.59716601689158E+017	206.5808268454	31.3910283574	5.5035	-35.801	-11.962	251	12.425856	1.171486	1	NGC_2632         	129.2254449756	18.7568599566			
129.8474026871	18.6655828756	129.8472432765	18.6655294911	6.59674614089018E+017	206.9278873998	31.9087855401	5.3292	-35.077	-12.399	245	17.708584	3.032787	1	NGC_2632         	129.8474026871	18.6655828756			
129.8478207194	18.6664754149	129.8476588585	18.6664252165	6.59674614089018E+017	206.9270670136	31.9094728151	5.2835	-35.616	-11.659	254	15.243824	2.221177	1	NGC_2632         	129.8478207194	18.6664754149			
129.0373047273	19.1585850738	129.0371397275	19.1585285764	6.5976559867598E+017	206.0669366863	31.3674001544	5.2895	-36.2	-13.122	246	16.113047	2.639792	1	NGC_2632         	129.0373047273	19.1585850738			
129.2039804306	19.3164816649	129.2038101393	19.3164235313	6.59774394768992E+017	205.958768869	31.5703347318	5.3473	-37.325	-13.502	220	15.488722	2.430269	1	NGC_2632         	129.2039804306	19.3164816649			
129.0360031998	18.7474878692	129.0358382605	18.7474322889	6.59714024708794E+017	206.5160936072	31.2201222632	5.4541	-36.276	-12.909	238	14.254088	1.865837	1	NGC_2632         	129.0360031998	18.7474878692			
129.1962845234	18.5796944841	129.196134228	18.5796479626	6.59661213791018E+017	206.7629676109	31.3018597336	4.9911	-33.088	-10.805	257	12.50592	1.142579	0.7	NGC_2632         	129.1962845234	18.5796944841			
129.8779642508	18.9481536031	129.8777982082	18.9481008472	6.5968910960223E+017	206.6286272724	32.0362091794	5.1618	-36.475	-12.253	246	17.858948	2.953037	0.9	NGC_2632         	129.8779642508	18.9481536031			
129.6551294704	19.0211262489	129.6549732469	19.0210837316	6.59704266543219E+017	206.4603303333	31.8649464893	5.308	-34.303	-9.875	220	13.275563	1.59077	0.8	NGC_2632         	129.6551294704	19.0211262489			
129.2020616684	19.2574137408	129.2018992511	19.2573561842	6.59768102641216E+017	206.0229067559	31.5478543033	5.4154	-35.612	-13.368	193	13.376653	1.533624	1	NGC_2632         	129.2020616684	19.2574137408			
129.8980818517	18.8768757445	129.8979133727	18.8768218003	6.59687498990893E+017	206.7152074082	32.0287570377	5.42	-37.026	-12.529	272	10.580589	0.754297	1	NGC_2632         	129.8980818517	18.8768757445			
128.9172948252	18.7078754312	128.9171374295	18.7078260508	6.597133031543E+017	206.5123307355	31.1009765321	5.4025	-34.625	-11.469	208	16.209085	2.815957	0.9	NGC_2632         	128.9172948252	18.7078754312			
129.3878256465	18.6543353419	129.3876584167	18.6542815096	6.59665096441437E+017	206.7574732609	31.4980517668	5.4528	-36.8	-12.503	223	10.531589	0.757409	1	NGC_2632         	129.3878256465	18.6543353419			
129.3725432123	18.6932033958	129.3723848985	18.6931324748	6.59669597567161E+017	206.7088530751	31.498423446	5.7065	-34.83	-16.472	207	16.832762	2.702902	0.2	NGC_2632         	129.3725432123	18.6932033958			
128.5751526962	18.4709674635	128.5749939168	18.4709163867	6.59621287774882E+017	206.6341830635	30.713211863	5.3132	-34.978	-11.863	268	17.658617	2.973541	1	NGC_2632         	128.5751526962	18.4709674635			
