049.6250417	+44.5369500	03182999+4432131      	03 18 30.01	+44 32 13.02	   70	     	 11.633	  8.428	44.9	        	  0.59	          	N	n/a
049.6596667	+32.6657944	03183830+3239570      	03 18 38.32	+32 39 56.86	   70	     	 10.680	  7.399	32.6	        	  0.62	          	N	n/a
050.0418333	+31.0854556	03201001+3105079      	03 20 10.04	+31 05 07.64	   70	     	  8.944	  7.393	60.1	        	  1.04	          	N	n/a
050.1216667	 +8.4544444	03202921+0827161      	03 20 29.20	+08 27 16.00	   70	     	  9.134	  6.881	31.1	        	  0.75	          	N	K4 	    0.489
050.6172500	+27.1560556	03222810+2709219      	03 22 28.14	+27 09 21.80	   70	     	 10.438	  7.415	31.5	        	  0.61	          	N	n/a
050.6320000	+28.9747444	03223165+2858291      	03 22 31.68	+28 58 29.08	   92	     	 14.620	  9.939	46.7	        	  0.27	          	N	n/a
050.9526667	+39.5922528	03234864+3935320      	03 23 48.64	+39 35 32.11	   70	     	 17.504	 11.599	41.1	        	  0.14	          	N	n/a
051.1507500	+21.8384806	03243615+2150186      	03 24 36.18	+21 50 18.53	   92	     	 15.280	 10.398	53.1	        	  0.25	          	N	n/a
051.2628750	 -4.8610139	03250307-0308204      	03 25 03.09	-04 51 39.65	   70	     	 13.276	  9.197	37.5	        	  0.32	          	N	n/a
051.2966667	+13.0093056	03251116+1300334      	03 25 11.20	+13 00 33.50	   92	     	 16.699	 10.884	35.7	        	  0.15	          	N	n/a
051.6765000	+43.2064083	03264235+4312229      	03 26 42.36	+43 12 23.07	   70	     	 16.684	 11.762	49.2	        	  0.15	          	N	n/a
052.5433750	+26.8164806	03301038+2648593      	03 30 10.41	+26 48 59.33	   92	     	 16.287	 11.433	45.6	        	  0.15	          	N	n/a
053.1659167	+35.6594361	03323989+3539335      	03 32 39.82	+35 39 33.97	   70	     	  7.209	  6.109	50.8	        	  1.27	          	N	n/a
053.2082500	+23.6922833	03325006+2341318      	03 32 49.98	+23 41 32.22	   92	     	  8.592	  6.907	43.9	        	  1.01	    0.6557	N	M3
053.2720833	 +4.9581167	03330528+0457291      	03 33 05.30	+04 57 29.22	   70	     	 11.366	  8.490	56.0	        	  0.63	          	N	n/a
053.5440000	+22.0725778	03341053+2204213      	03 34 10.56	+22 04 21.28	   92	     	 15.606	 10.475	34.4	        	  0.17	          	N	n/a
053.9290833	+11.5561611	03354298+1133222      	03 35 42.98	+11 33 22.18	   92	     	 12.780	  8.699	36.9	        	  0.42	          	N	n/a
054.3889583	+17.8540417	03373331+1751145      	03 37 33.35	+17 51 14.55	   92	     	 12.078	  8.231	38.7	        	  0.57	          	Y	n/a
054.3912500	+17.8501333	03373387+1751005      	03 37 33.90	+17 51 00.48	   92	     	 12.756	  8.300	37.1	        	  0.54	          	N	n/a
054.3953750	+21.3432417	03373495+2120355      	03 37 34.89	+21 20 35.67	   92	     	  9.024	  7.121	45.7	        	  0.99	    0.7572	N	K3 	    0.937
054.5297917	 +6.5738444	03380713+0634256      	03 38 07.15	+06 34 25.84	   92	     	 16.889	 10.996	36.1	        	  0.15	          	N	n/a
054.7797500	+20.4240833	03390711+2025267      	03 39 07.14	+20 25 26.70	   92	     	 14.353	  9.713	35.6	        	  0.23	          	N	n/a
054.7830000	+28.3822528	03390791+2822560      	03 39 07.92	+28 22 56.11	   92	     	 10.282	  8.055	53.1	        	  0.75	          	N	n/a
055.0315000	 +5.8745889	03400754+0552286      	03 40 07.56	+05 52 28.52	   92	     	  9.658	  7.525	56.9	        	  1.00	          	Y	n/a
055.4037500	+23.3436944	03413689+2320374      	03 41 36.90	+23 20 37.30	   92	     	 13.338	  9.162	41.4	        	  0.37	          	N	n/a
055.4812083	+18.7599528	03415547+1845359      	03 41 55.49	+18 45 35.83	   92	     	 12.659	  8.868	40.3	        	  0.43	          	N	n/a
055.5184583	+16.4217556	03420441+1625183      	03 42 04.43	+16 25 18.32	   92	     	 15.842	 10.742	41.5	        	  0.18	          	N	n/a
055.7219167	+23.4471111	03425325+2326495      	03 42 53.26	+23 26 49.60	   92	     	 14.267	  9.316	35.8	        	  0.28	          	N	n/a
055.8979583	+26.3586556	03433551+2621311      	03 43 35.51	+26 21 31.16	   92	     	 14.772	  9.903	36.8	        	  0.22	          	N	n/a
055.9461250	+20.8601111	03434706+2051363      	03 43 47.07	+20 51 36.40	   92	     	 13.953	  9.612	45.8	        	  0.32	    0.2112	N	M9 	   -3.300	   10.825
056.5834583	 +6.7399611	03462002+0644239      	03 46 20.03	+06 44 23.86	   92	     	 14.022	  9.982	55.2	        	  0.33	          	N	n/a
056.7481250	+15.4046889	03465952+1524170      	03 46 59.55	+15 24 16.88	   70	     	 14.889	  9.851	28.5	        	  0.18	          	N	n/a
057.0494167	 +7.1462417	03481186+0708464      	03 48 11.86	+07 08 46.47	   92	     	 10.253	  7.509	35.9	        	  0.63	          	N	n/a
057.4302917	+24.3179667	03494325+2419046      	03 49 43.27	+24 19 04.68	   92	     	 13.480	  8.944	38.3	        	  0.38	          	N	n/a
057.5140000	+22.5917889	HIP17928              	03 50 03.36	+22 35 30.44	   99	     	       	       	 0.0	        	      	          	N	n/a
057.6037083	+17.2465639	03502496+1714474      	03 50 24.89	+17 14 47.63	   99	     	  9.115	  7.249	47.3	        	  0.97	          	N	n/a
057.6165000	 +4.1125917	03502795+0406455      	03 50 27.96	+04 06 45.33	   92	     	 15.376	 10.627	44.6	        	  0.19	          	N	n/a
057.7625833	+23.9037667	03510309+2354134      	03 51 03.02	+23 54 13.56	   92	     	  9.684	  7.395	41.2	        	  0.79	    0.4134	N	n/a
058.1708750	+25.8044444	03524101+2548159      	03 52 41.01	+25 48 16.00	   92	     	 10.570	  7.893	45.1	        	  0.66	          	N	n/a
058.1779167	+25.2072972	03524271+2512260      	03 52 42.70	+25 12 26.27	   92	     	 17.237	 12.056	46.5	        	  0.13	          	N	n/a
058.2915000	+17.3271556	03531002+1719373      	03 53 09.96	+17 19 37.76	   99	     	  5.931	  5.091	42.0	        	  1.59	          	N	n/a
058.3025417	+27.0826778	03531261+2704576      	03 53 12.61	+27 04 57.64	   70	     	  9.680	  8.041	70.4	        	  0.99	          	N	n/a
058.4030417	+31.2067194	03533670+3112242      	03 53 36.73	+31 12 24.19	   92	     	 14.531	  9.582	41.4	        	  0.28	          	N	n/a
058.4437500	+13.3920028	03534647+1323312      	03 53 46.50	+13 23 31.21	   99	     	 15.871	 10.677	40.9	        	  0.18	          	N	n/a
058.4710833	+34.3596556	03535304+3421348      	03 53 53.06	+34 21 34.76	   70	     	 15.068	 10.482	69.5	        	  0.33	          	N	n/a
058.7216667	+16.3156389	03545319+1618563      	03 54 53.20	+16 18 56.30	   99	     	 13.763	  9.056	44.8	        	  0.44	    0.1436	N	M9 	   -7.543	   19.957
058.7556667	+12.4856111	03550142+1229081      	03 55 01.36	+12 29 08.20	   99	     	  9.743	  7.574	37.8	        	  0.63	    0.4294	N	K5 	    0.706
058.7767083	+16.9985361	03550647+1659545      	03 55 06.41	+16 59 54.73	   99	     	  8.736	  6.910	41.4	        	  0.99	    0.6644	N	K1 	    1.058
058.8275000	+30.8950528	03551858+3053423      	03 55 18.60	+30 53 42.19	   92	     	 16.548	 11.236	43.5	        	  0.16	          	N	n/a
058.9033750	+35.9817000	03553680+3558542      	03 55 36.81	+35 58 54.12	   70	     	 13.830	  9.711	57.2	        	  0.41	          	N	n/a
058.9039167	+21.3133750	03553690+2118482      	03 55 36.94	+21 18 48.15	   70	     	 16.718	 11.096	28.7	        	  0.13	          	N	n/a
058.9882083	+18.4322917	03555715+1825564      	03 55 57.17	+18 25 56.25	   99	     	 13.587	  9.388	45.6	        	  0.37	          	N	n/a
059.1379167	+31.9568944	03563308+3157248      	03 56 33.10	+31 57 24.82	   92	     	 13.412	  8.944	47.7	        	  0.52	          	N	n/a
059.1940417	+36.4115194	03564656+3624416      	03 56 46.57	+36 24 41.47	   92	     	 14.994	 10.102	45.5	        	  0.25	          	N	n/a
059.3701667	+47.3404278	03572885+4720255      	03 57 28.84	+47 20 25.54	   70	     	 16.192	 11.485	55.0	        	  0.17	          	N	n/a
059.5590000	+21.0511750	03581414+2103041      	03 58 14.16	+21 03 04.23	   99	     	 16.876	 11.333	45.4	        	  0.16	          	N	n/a
059.5598750	+12.6280139	03581434+1237408      	03 58 14.37	+12 37 40.85	   99	     	 15.999	 10.987	44.1	        	  0.17	          	N	n/a
059.6420417	+37.8389083	03583407+3750202      	03 58 34.09	+37 50 20.07	   92	     	 13.989	  9.778	46.9	        	  0.29	          	N	n/a
059.6492500	+13.1050278	03583581+1306182      	03 58 35.82	+13 06 18.10	   70	     	  8.800	  7.375	74.3	        	  1.17	          	Y	n/a
059.7272083	+25.2198083	03585452+2513113      	03 58 54.53	+25 13 11.31	   92	     	 13.463	  9.499	50.4	        	  0.39	          	N	n/a
059.7905833	+26.4760972	03590972+2628340      	03 59 09.74	+26 28 33.95	   92	     	 11.008	  7.885	43.1	        	  0.63	          	N	n/a
059.8091250	+22.0438500	03591417+2202380      	03 59 14.19	+22 02 37.86	   92	     	 12.453	  8.704	39.3	        	  0.46	          	N	n/a
059.8123750	 +6.2278972	03591498+0613404      	03 59 14.97	+06 13 40.43	   92	     	 15.305	 10.684	54.5	        	  0.23	          	N	n/a
059.8125417	+16.6644361	03591499+1639520      	03 59 15.01	+16 39 51.97	   99	     	 15.249	 10.382	41.8	        	  0.20	          	N	n/a
059.8527500	+32.3205056	03592465+3219140      	03 59 24.66	+32 19 13.82	   92	     	 12.885	  9.000	45.1	        	  0.46	          	N	n/a
059.8608750	+23.3854528	03592659+2323077      	03 59 26.61	+23 23 07.63	   99	     	 15.514	 10.651	43.9	        	  0.19	          	N	n/a
059.9183750	+10.3304111	03594051+1019495      	03 59 40.41	+10 19 49.48	   99	     	  6.293	  5.323	41.5	        	  1.45	          	N	n/a
059.9659583	+22.6037389	03595180+2236135      	03 59 51.83	+22 36 13.46	   92	     	 14.343	 10.151	53.9	        	  0.28	          	N	n/a
060.0649167	+19.4101556	04001556+1924367      	04 00 15.58	+19 24 36.56	   99	     	 15.525	 10.697	47.6	        	  0.20	          	N	n/a
060.1872917	+13.9063333	04004493+1354227      	04 00 44.95	+13 54 22.80	   99	     	 14.218	  9.344	45.4	        	  0.38	          	N	n/a
060.2028750	+18.1940694	04004874+1811383      	04 00 48.69	+18 11 38.65	   99	     	  5.852	  5.047	45.0	        	  1.72	          	N	B8 	    5.068
060.2478750	+14.3459361	04005947+1420454      	04 00 59.49	+14 20 45.37	   99	     	 14.633	  9.826	44.3	        	  0.27	          	N	n/a
060.2812500	+33.1961083	04010751+3311458      	04 01 07.50	+33 11 45.99	   92	     	  9.442	  7.446	45.5	        	  0.85	          	N	n/a
060.3940000	 -1.2738111	04013455-0043343      	04 01 34.56	-01 16 25.72	   70	     	 16.919	 11.479	32.1	        	  0.13	          	N	n/a
060.6155000	 -8.8420389	04022771-0709286      	04 02 27.72	-08 50 31.34	   70	     	 16.014	 10.927	41.4	        	  0.17	          	N	n/a
060.7212917	+18.4072917	04025310+1824262      	04 02 53.11	+18 24 26.25	   99	     	 14.717	  9.913	43.0	        	  0.25	          	N	n/a
060.8908750	+40.3620167	04033378+4021433      	04 03 33.81	+40 21 43.26	   70	     	 14.652	 10.128	48.6	        	  0.26	          	N	n/a
060.9123333	+19.4550944	04033902+1927180      	04 03 38.96	+19 27 18.34	   99	     	  9.729	  7.600	43.3	        	  0.76	    0.5313	N	K7 	    0.767
061.0295417	+39.5097167	04040712+3930352      	04 04 07.09	+39 30 34.98	   70	     	  8.943	  5.397	40.4	        	  1.38	          	Y	n/a
061.0448333	+15.8060778	04041073+1548219      	04 04 10.76	+15 48 21.88	   99	     	 17.192	 11.859	42.0	        	  0.13	          	N	n/a
061.0533750	+18.9957111	04041279+1859445      	04 04 12.81	+18 59 44.56	   99	     	 16.015	 11.063	50.1	        	  0.18	          	N	n/a
061.1126667	+20.4084583	04042701+2024303      	04 04 27.04	+20 24 30.45	   99	     	 15.305	 10.325	46.0	        	  0.22	          	N	n/a
061.2412083	+39.6021306	04045789+3936077      	04 04 57.89	+39 36 07.67	   70	     	 16.827	 11.719	51.1	        	  0.15	          	N	n/a
061.2825000	+29.2854806	04050779+2917075      	04 05 07.80	+29 17 07.73	   92	     	 15.766	 11.036	43.6	        	  0.17	          	N	n/a
061.3076667	+37.7114639	04051384+3742413      	04 05 13.84	+37 42 41.27	   70	     	 16.067	 11.514	64.7	        	  0.19	          	N	n/a
061.3566667	+19.4422306	04052565+1926316      	04 05 25.60	+19 26 32.03	   99	     	 10.851	  8.107	68.7	        	  0.94	    0.4568	Y	K7 	    0.300
061.4150000	+17.9377778	04053965+1756156      	04 05 39.60	+17 56 16.00	   99	     	  9.281	  7.254	50.5	        	  1.00	    0.6288	Y	K1 	    1.017
061.4367917	+38.2481139	04054482+3814532      	04 05 44.83	+38 14 53.21	   92	     	 14.459	  9.954	43.4	        	  0.25	          	N	n/a
061.5093333	+18.2508944	04060221+1815033      	04 06 02.24	+18 15 03.22	   99	     	 12.225	  8.598	39.7	        	  0.50	          	N	n/a
061.5669167	+15.6981667	04061614+1541532      	04 06 16.06	+15 41 53.40	   99	     	  7.701	  6.446	46.7	        	  1.14	    0.6324	N	F9 	    1.791
061.5860000	+19.0274972	04062060+1901391      	04 06 20.64	+19 01 38.99	   99	     	 15.473	 10.471	48.9	        	  0.22	          	N	n/a
061.6442500	+13.5491111	04063463+1332566      	04 06 34.62	+13 32 56.80	   99	     	 12.997	  9.091	49.7	        	  0.50	    0.4572	N	L0 	   -0.813	    3.391
061.7547917	+15.3350778	04070122+1520062      	04 07 01.15	+15 20 06.28	   99	     	 10.034	  7.665	42.4	        	  0.69	    0.5808	N	K7 	    0.586
061.7635417	+20.2808167	04070323+2016510      	04 07 03.25	+20 16 50.94	   92	     	 15.583	 10.556	34.0	        	  0.16	          	N	n/a
061.8915417	+12.1880917	04073397+1211171      	04 07 33.97	+12 11 17.13	   70	     	 17.520	 12.200	71.4	        	  0.16	          	N	n/a
061.9246250	+15.1628417	04074197+1509458      	04 07 41.91	+15 09 46.23	   99	     	  6.040	  5.030	43.6	        	  1.68	          	Y	n/a
061.9296667	+16.5188500	04074319+1631076      	04 07 43.12	+16 31 07.86	   99	     	  9.564	  7.511	50.8	        	  0.91	    0.6982	N	K3 	    0.821
062.0459167	+16.8731389	04081110+1652229      	04 08 11.02	+16 52 23.30	   99	     	 10.944	  7.933	42.1	        	  0.62	    0.4887	N	L0 	    0.193
062.0770417	+13.5238750	04081848+1331258      	04 08 18.49	+13 31 25.95	   92	     	  8.464	  6.645	56.1	        	  1.19	          	Y	n/a
062.1108333	+12.1918722	04082667+1211304      	04 08 26.60	+12 11 30.74	   99	     	 10.785	  8.046	40.2	        	  0.60	    0.4478	N	K7 	    0.251
062.1508750	+23.7686111	04083620+2346071      	04 08 36.21	+23 46 07.00	   99	     	  9.189	  7.323	46.2	        	  0.90	    0.5552	N	K2 	    1.451
062.1674167	+23.5571167	04084015+2333257      	04 08 40.18	+23 33 25.62	   99	     	 12.339	  8.529	46.7	        	  0.59	          	Y	M2 	   -0.510	    2.237
062.2265417	+29.1906639	04085433+2911265      	04 08 54.37	+29 11 26.39	   70	     	  8.074	  6.768	67.0	        	  1.24	          	Y	n/a
062.3338750	 +8.1288083	04092011+0807436      	04 09 20.13	+08 07 43.71	   70	     	 10.518	  8.388	66.4	        	  0.81	          	N	n/a
062.4552500	 +9.3055056	04094935+0918197      	04 09 49.26	+09 18 19.82	   92	     	  9.631	  7.264	33.6	        	  0.65	          	N	K5 	    0.541
062.4880000	+16.3782556	04095712+1622417      	04 09 57.12	+16 22 41.72	   92	     	 16.908	 11.154	35.3	        	  0.14	          	N	n/a
062.6699583	+14.7335972	04104079+1444007      	04 10 40.79	+14 44 00.95	   99	     	 16.974	 11.421	46.6	        	  0.15	          	N	n/a
062.6762083	+18.4233306	04104233+1825236      	04 10 42.29	+18 25 23.99	   99	     	  6.543	  5.572	44.4	        	  1.40	          	N	n/a
062.6806250	+32.9347000	04104335+3256048      	04 10 43.35	+32 56 04.92	   92	     	 11.513	  8.471	37.8	        	  0.51	          	N	n/a
062.7365417	+27.4875667	04105676+2729154      	04 10 56.77	+27 29 15.24	   92	     	 14.391	  9.750	46.3	        	  0.29	          	N	M4 	   -3.311	    9.115
062.7755417	+18.9291083	04110610+1855448      	04 11 06.13	+18 55 44.79	   99	     	 14.957	 10.292	49.5	        	  0.25	          	N	n/a
062.8345000	 +5.5230500	04112030+0531228      	04 11 20.28	+05 31 22.98	   92	     	  5.679	  4.821	37.3	        	  1.60	          	N	n/a
062.8651667	+15.9921694	04112766+1559317      	04 11 27.64	+15 59 31.81	   99	     	 14.628	  9.941	45.4	        	  0.27	    0.0259	N	M9 	   -7.655	   20.500
062.9838750	+23.6364583	04115620+2338108      	04 11 56.13	+23 38 11.25	   92	     	  9.103	  6.409	39.2	        	  1.04	          	Y	n/a
